-
AT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017140013|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017140013|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017140013|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3775
20201017140013|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017140013|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017140013|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017140022|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017140022|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017140022|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017140023|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140033|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017140033|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017140033|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017140034|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017140034|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017140034|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017140035|SAT-AC|info|nvl 1:(EnviarDadosVenda):262951 CF-e-SAT CFe35201003476811031111590009412350037760737055 gerado com sucesso
20201017140035|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017140035|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 30
20201017140035|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Error observed by underlying SSL/TLS BIO: Connection reset by peer
20201017140035|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect error in tcp_connect()
20201017140036|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140056|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140056|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140056|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017140056|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140100|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017140101|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017140101|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017140101|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017140101|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017140102|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017140102|SAT-AC|info|nvl 1:(EnviarDadosVenda):263053 CF-e-SAT CFe35201003476811031111590009412350037772025861 gerado com sucesso
20201017140102|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017140118|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140119|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140119|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017140119|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017140119|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017140119|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017140119|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017140119|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017140119|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017140119|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017140119|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017140119|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017140119|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017140119|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3777
20201017140119|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017140119|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017140119|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017140128|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017140128|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017140128|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017140129|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140149|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140149|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140149|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017140149|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140210|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017140210|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017140210|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017140211|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017140211|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017140211|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017140212|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017140212|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017140214|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140214|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140214|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017140214|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140222|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017140222|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017140222|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017140223|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017140223|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017140231|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017140231|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017140231|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017140231|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017140232|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017140232|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017140233|SAT-AC|info|nvl 1:(EnviarDadosVenda):263546 CF-e-SAT CFe35201003476811031111590009412350037789901430 gerado com sucesso
20201017140233|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017140234|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140234|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140234|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017140235|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017140235|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017140235|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017140235|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017140235|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017140235|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017140235|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017140235|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017140235|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017140235|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017140235|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3778
20201017140235|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017140235|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017140235|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017140243|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017140244|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017140244|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017140245|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140305|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140305|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140305|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017140305|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140324|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017140324|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017140324|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017140325|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017140325|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017140325|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017140326|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140326|SAT-AC|info|nvl 1:(EnviarDadosVenda):263730 CF-e-SAT CFe35201003476811031111590009412350037792262192 gerado com sucesso
20201017140326|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017140326|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140326|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017140326|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140347|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140347|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140347|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017140347|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017140347|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017140347|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017140347|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017140347|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017140347|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017140347|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017140347|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017140347|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017140347|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017140347|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3779
20201017140347|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017140347|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017140347|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017140356|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017140356|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017140356|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017140357|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140417|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140417|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140417|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017140417|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140447|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140447|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140447|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017140447|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140508|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140508|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140508|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017140508|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017140508|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017140508|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017140508|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017140508|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017140508|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017140508|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017140508|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017140508|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017140508|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017140508|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3779
20201017140508|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017140508|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017140508|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017140517|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017140517|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017140517|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017140518|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140538|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140538|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140538|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017140538|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140558|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140558|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140558|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017140558|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140616|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017140616|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017140616|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017140617|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017140617|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017140617|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017140618|SAT-AC|info|nvl 1:(EnviarDadosVenda):263916 CF-e-SAT CFe35201003476811031111590009412350037801850268 gerado com sucesso
20201017140618|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017140618|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140618|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140618|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017140618|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017140618|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017140619|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017140619|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017140619|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017140619|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017140619|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017140619|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017140619|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017140619|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017140619|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3780
20201017140619|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017140619|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017140619|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017140628|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017140628|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017140628|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017140628|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140652|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140652|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140652|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017140652|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140712|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140712|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140712|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017140712|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140729|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017140729|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017140729|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017140730|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017140730|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017140730|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017140731|SAT-AC|info|nvl 1:(EnviarDadosVenda):264083 CF-e-SAT CFe35201003476811031111590009412350037818984904 gerado com sucesso
20201017140731|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017140732|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140732|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140732|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017140732|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017140733|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017140733|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017140733|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017140733|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017140733|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017140733|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017140733|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017140733|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017140733|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017140733|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3781
20201017140733|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017140733|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017140733|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017140742|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017140742|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017140742|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017140743|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140804|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140804|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140804|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017140804|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140806|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017140807|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017140807|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017140808|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017140808|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017140808|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017140809|SAT-AC|info|nvl 1:(EnviarDadosVenda):264302 CF-e-SAT CFe35201003476811031111590009412350037827317028 gerado com sucesso
20201017140809|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017140824|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140824|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140824|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017140824|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017140831|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20201017140831|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20201017140831|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20201017140832|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20201017140832|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20201017140832|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20201017140833|SAT-AC|info|nvl 1:(EnviarDadosVenda):264452 CF-e-SAT CFe35201003476811031111590009412350037831719321 gerado com sucesso
20201017140833|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20201017140844|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017140844|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017140844|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017140844|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017140844|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017140844|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017140844|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017140844|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017140844|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017140844|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017140844|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017140844|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017140844|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017140844|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3783
20201017140844|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017140844|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017140844|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017140853|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
